in:Values,out:p1,out:p2,out:p3,out:p4,out:ResponseFactor,out:Frequency01,out:Frequency02,out:Frequency03,out:ABS Elastic Deflections,,
569,5.8476,6.60125,11.92615,0.301645,1.584317,4.665533,4.683198,5.030424,0.008253,,
570,6.874,7.12765,9.12965,0.189745,4.106164,5.468241,5.478954,5.583949,0.008647,,
571,4.59,8.47935,8.40095,0.231175,4.105305,5.530655,5.531018,6.670264,0.006738,,
572,6.3372,8.73975,9.02255,0.333385,2.468185,4.533226,4.533888,5.718944,0.006116,,
573,2.5852,10.15865,8.40165,0.336085,1.712295,4.962844,4.967377,6.229961,0.005363,,
574,5.394,10.75785,11.55095,0.332095,1.552725,3.736518,3.737803,4.604834,0.012756,,
575,3.77,8.65295,6.03915,0.165565,6.708504,7.121792,7.144122,7.341818,0.005008,,
576,8.1772,9.13035,9.07295,0.361465,2.05089,4.115217,4.115309,5.206348,0.006714,,
577,5.0812,8.74815,8.73625,0.134575,9.219566,4.705847,4.734791,4.752038,0.015479,,
578,4.722,6.41575,8.03975,0.379765,0.774692,5.66824,5.673686,7.133808,0.002328,,
579,3.6716,10.45755,9.94725,0.311875,2.036967,4.417081,4.418182,5.5521,0.008798,,
580,8.5876,7.95505,9.98785,0.282595,1.57396,4.364818,4.370527,5.182005,0.009034,,
581,5.4652,11.65315,8.26165,0.219535,2.469601,4.413311,4.629481,4.641181,0.012852,,
582,8.6524,7.30615,6.56835,0.210325,3.814896,5.877032,5.881297,7.32252,0.005204,,
583,7.4148,6.57885,5.63175,0.300715,1.09218,6.486935,6.491994,8.151649,0.002009,,
584,8.154,8.32045,10.15025,0.245065,1.979073,4.407505,4.413208,4.781861,0.011333,,
585,9.97,5.03815,10.00325,0.310135,1.407508,5.104764,5.127944,6.120505,0.005567,,
586,4.2236,9.95635,7.76745,0.169735,6.298442,5.346257,5.604618,5.745815,0.01031,,
587,3.8204,11.42425,10.22725,0.137635,6.702525,3.535289,3.550424,3.563062,0.02754,,
588,7.5892,10.95945,10.57655,0.286075,1.829421,3.730606,3.731335,4.260585,0.015582,,
589,5.41,8.49195,10.60875,0.130675,6.901904,3.931624,3.964306,4.00755,0.021842,,
590,4.6748,11.54955,11.64335,0.391315,1.219082,3.517534,3.517661,4.444953,0.011572,,
591,5.1308,9.83385,7.88155,0.271375,1.967338,4.993994,5.000417,5.913753,0.007038,,
592,3.3708,8.31555,11.25695,0.342565,1.368599,4.563037,4.569873,5.714307,0.006853,,
593,5.3148,10.82365,10.78655,0.342475,1.521092,3.834155,3.834204,4.839225,0.010937,,
594,3.166,11.09315,5.32305,0.334285,1.320077,5.711771,5.738523,6.729425,0.00457,,
595,7.6684,9.12965,5.09485,0.327115,1.048338,5.610454,5.629413,7.09226,0.003737,,
596,3.9364,10.11245,7.95155,0.345775,1.54299,4.809566,4.815064,6.055873,0.005372,,
597,2.4036,7.83185,9.10515,0.392185,1.552089,5.191944,5.195168,6.524869,0.00327,,
598,4.9156,5.32865,8.78385,0.220915,2.314686,6.68877,6.713598,7.626204,0.0038,,
599,6.9052,6.69085,11.32485,0.189025,2.553857,4.663154,5.028599,5.052212,0.011027,,
600,4.714,6.29325,8.02085,0.282235,1.997485,6.194787,6.20307,7.76551,0.003132,,
601,4.0636,5.72275,9.30745,0.136765,8.12734,6.765143,7.145939,7.182861,0.006182,,
602,9.3516,9.15695,8.41495,0.172615,4.08624,4.374008,4.515812,4.528137,0.016263,,
603,4.1388,8.90985,10.41695,0.304225,2.049532,4.615597,4.619402,5.718958,0.00777,,
604,7.8364,10.66335,8.75515,0.393295,1.177135,3.832937,3.83619,4.857057,0.007651,,
605,6.4748,6.36395,6.77345,0.313015,1.280332,6.157346,6.159179,7.735033,0.002295,,
606,5.3156,7.92215,8.67115,0.222445,4.037702,5.507999,5.511308,6.323528,0.007094,,
607,5.8252,9.91715,9.89685,0.380665,1.83509,3.996717,3.996789,5.050311,0.00746,,
608,4.2748,10.85865,11.61745,0.340975,1.34808,3.82798,3.829252,4.820522,0.011699,,
609,7.4956,8.95885,11.06025,0.196525,3.974411,3.944278,4.152464,4.324368,0.01818,,
610,9.3916,8.97705,11.87155,0.279565,1.205087,3.692852,3.69903,3.87997,0.015811,,
611,7.2564,6.44865,7.88015,0.169465,7.190993,6.190436,6.200873,6.575343,0.006699,,
612,2.6556,7.43355,10.28605,0.307495,3.643518,5.353475,5.36277,6.651664,0.00506,,
613,5.0388,6.29045,6.15395,0.283825,1.541662,6.969118,6.969872,8.711218,0.00192,,
614,4.7892,6.71745,8.31555,0.291835,1.823683,5.835184,5.841758,7.323703,0.003625,,
615,5.8276,5.99365,11.76095,0.237745,2.223289,5.120993,5.167143,5.195528,0.008116,,
616,4.8548,6.97575,8.17555,0.338785,1.778826,5.549314,5.553391,6.977899,0.003143,,
617,8.2916,11.92265,9.61055,0.331105,1.029348,3.557585,3.561473,4.170249,0.013776,,
618,4.106,6.82385,6.91065,0.305455,1.474828,6.432405,6.432827,8.049144,0.002282,,
619,2.1252,9.02535,10.64235,0.306925,2.380213,4.918889,4.923125,6.085983,0.006815,,
620,3.2932,5.33565,11.87365,0.218275,2.654479,5.9812,6.103498,6.149241,0.005922,,
621,5.15,5.94255,10.61715,0.350245,1.080919,5.131652,5.148054,6.466056,0.00497,,
622,8.974,8.66485,5.38465,0.117145,8.085475,5.599934,5.862855,6.152782,0.009307,,
623,7.2116,10.38125,10.19715,0.305155,1.512601,3.893224,3.89361,4.878985,0.012077,,
624,6.4348,6.72865,8.46745,0.269905,2.187109,5.548484,5.555858,6.978431,0.004612,,
625,5.646,11.49495,9.14505,0.113935,6.190729,3.069119,3.080721,3.088187,0.037245,,
626,2.6516,10.63675,6.40735,0.326035,1.468672,5.531156,5.546737,6.810329,0.004507,,
627,7.7644,7.57145,5.59325,0.221215,2.320788,6.357738,6.370855,7.921496,0.003858,,
628,5.5636,7.09265,7.60155,0.310945,2.870268,5.696861,5.698805,7.159068,0.00325,,
629,3.4916,11.97515,10.93635,0.121825,6.340898,2.978355,2.996322,3.003058,0.039433,,
630,4.9476,6.12525,9.11005,0.348085,1.469263,5.525889,5.536675,6.961903,0.003341,,
631,4.7964,6.61455,10.17125,0.100345,14.19554,4.699496,4.747956,4.783953,0.016053,,
632,8.3748,5.88585,9.30535,0.259645,2.509407,5.328526,5.344601,6.26192,0.005511,,
633,6.6316,9.63085,10.95805,0.399595,1.136414,3.716144,3.71815,4.705211,0.008501,,
634,8.8996,7.58545,11.03855,0.105295,5.988488,3.133752,3.14459,3.148575,0.036021,,
635,4.2108,10.07185,9.47125,0.222715,3.297385,4.913429,4.915481,5.128062,0.011129,,
636,6.8116,5.70315,10.52195,0.307105,1.97892,5.141675,5.161557,6.034376,0.0058,,
637,5.4556,10.98605,8.24345,0.286045,1.837854,4.50883,4.516291,5.101264,0.008984,,
638,3.1572,11.41375,9.22415,0.393235,1.092705,4.164092,4.167869,5.250947,0.006987,,
639,2.2436,7.43565,6.95685,0.175675,8.209286,7.743263,7.747116,8.945156,0.003775,,
640,5.734,11.10155,11.59155,0.112885,30.022036,2.437517,2.45463,2.458375,0.05931,,
641,4.9332,5.99015,11.34165,0.193225,2.514845,5.441796,5.684006,5.717486,0.007497,,
642,5.0428,6.83925,10.99235,0.294715,2.093382,4.95363,4.967812,5.624618,0.006662,,
643,7.6708,9.84575,5.25165,0.238975,2.67908,5.65124,5.678735,6.150884,0.005651,,
644,5.2268,11.39555,10.21885,0.237655,3.276267,4.184887,4.204136,4.207146,0.016178,,
645,3.9532,7.14725,11.17365,0.164845,5.115032,5.130219,5.472235,5.726083,0.010201,,
646,4.7556,6.66285,10.33085,0.347575,1.606285,5.013962,5.025127,6.324818,0.004827,,
647,7.166,7.41045,9.39495,0.379855,1.367265,4.547996,4.552694,5.750949,0.004662,,
648,8.2676,10.50935,11.41725,0.357955,1.307113,3.424086,3.425371,4.33833,0.013215,,
649,4.9108,7.95155,10.90135,0.373405,1.82688,4.380439,4.386834,5.533239,0.006275,,
650,8.8172,9.67845,10.31405,0.217765,3.130483,4.030942,4.059699,4.061485,0.018248,,
651,7.3964,6.83715,10.26645,0.284005,2.593794,4.785588,4.797336,5.559256,0.007041,,
652,6.7196,6.27505,11.88765,0.313765,1.502178,4.608545,4.627474,5.057099,0.008119,,
653,3.2124,10.82435,10.15935,0.236875,2.954827,4.725152,4.727045,4.896966,0.012117,,
654,3.8356,11.62935,11.13165,0.338875,1.365255,3.846798,3.847608,4.840666,0.011833,,
655,8.358,9.88355,6.60055,0.266935,2.795885,4.877346,4.889808,5.575048,0.007055,,
656,5.1948,10.34555,5.36435,0.182455,3.860172,6.172544,6.263508,6.302951,0.005817,,
657,4.4772,5.87955,9.87865,0.109135,12.970767,5.729857,5.931187,6.193107,0.009777,,
658,4.2908,5.26285,7.32295,0.150985,4.570899,8.166461,8.190488,9.023637,0.003321,,
659,9.9068,5.40985,6.31355,0.185815,4.789005,6.779205,6.787157,8.503098,0.003531,,
660,2.414,5.54775,7.52035,0.268015,1.37056,7.562332,7.575252,9.407977,0.001966,,
661,4.178,5.05145,8.95675,0.259345,1.994896,6.734366,6.760458,8.165159,0.00323,,
662,4.1412,9.45305,10.36935,0.287905,2.165522,4.563001,4.565269,5.482549,0.008932,,
663,6.8508,5.68635,9.66865,0.159505,4.861422,5.824652,6.044005,6.0762,0.007483,,
664,5.882,10.22935,8.55565,0.378565,1.198119,4.223908,4.227211,5.33834,0.006341,,
665,3.07,5.91735,5.18305,0.188635,2.686529,9.308475,9.316832,11.459503,0.001581,,
666,7.0692,11.14565,5.58415,0.213655,2.460838,5.270712,5.351654,5.384629,0.007846,,
667,2.9036,10.61925,9.42365,0.149125,7.487431,4.52354,4.580558,4.631076,0.016215,,
668,9.7908,7.72895,10.25525,0.326065,1.443268,4.109578,4.115589,5.208262,0.008306,,
669,4.082,8.58155,9.39145,0.390895,1.744616,4.617016,4.618685,5.819461,0.004548,,
670,2.4612,7.10735,5.93765,0.381535,0.725287,6.74959,6.754487,8.44714,0.001335,,
671,8.0052,6.66075,10.52405,0.258025,2.916851,4.779918,4.794594,5.178478,0.008158,,
672,4.1076,11.10575,10.57935,0.176335,4.482379,3.956675,4.01138,4.024664,0.020691,,
673,8.4428,8.86155,7.72125,0.245215,2.555954,4.848025,4.852266,5.762806,0.008052,,
674,2.9988,5.26005,6.17425,0.285325,1.122166,8.185755,8.192126,10.165947,0.001179,,
675,7.0948,8.04185,10.23425,0.240175,2.11789,4.637444,4.644785,4.942211,0.010343,,
676,8.4364,6.54735,6.64325,0.230635,4.238066,6.120244,6.120696,7.688715,0.003834,,
677,9.7684,8.84545,5.29225,0.311755,1.249224,5.344545,5.360485,6.763402,0.004154,,
678,2.358,9.94865,11.62165,0.247765,2.87362,4.741984,4.746602,4.856565,0.011514,,
679,6.5636,7.86825,5.80465,0.163345,6.067286,6.719647,6.737648,7.157244,0.005432,,
680,6.7972,6.82315,10.02565,0.196855,3.4203,5.282764,5.298066,5.314462,0.008935,,
681,9.9668,9.59235,5.49665,0.375385,0.928816,4.831733,4.845594,6.131074,0.004401,,
682,9.8564,10.42115,8.60185,0.397255,1.106603,3.709083,3.712096,4.706562,0.007783,,
683,6.7852,5.49945,6.32545,0.289105,1.206066,6.876691,6.881544,8.620993,0.001792,,
684,9.0348,5.80815,9.60775,0.302785,1.889964,5.030398,5.045569,6.232007,0.005419,,
685,3.8532,7.14165,10.64865,0.123595,7.257295,4.985753,5.10115,5.253558,0.012925,,
686,2.4836,6.18265,9.96265,0.263185,1.959003,6.24165,6.26061,7.186744,0.004119,,
687,7.0644,7.40135,10.67245,0.369775,1.641466,4.303859,4.311346,5.448309,0.006391,,
688,9.6964,9.09745,5.84175,0.109735,10.007408,4.712522,4.84175,4.988547,0.014699,,
689,2.6916,6.52285,10.45405,0.308665,1.620766,5.621956,5.636996,6.801834,0.004503,,
690,7.8348,5.60865,9.52585,0.186385,2.870736,5.781147,5.808321,5.836276,0.00683,,
691,3.062,11.66295,9.37955,0.212635,3.574462,4.607592,4.895669,4.899423,0.012912,,
692,2.4892,10.49255,9.91085,0.127855,11.211361,4.154726,4.171824,4.18187,0.020406,,
693,5.1612,10.68015,10.12785,0.388015,1.464314,3.866866,3.867762,4.885897,0.008275,,
694,8.53,5.85365,9.58955,0.390475,0.960818,4.820078,4.831442,6.109408,0.004045,,
695,2.3484,11.10015,11.22895,0.311485,1.890979,4.26889,4.269136,5.226686,0.010493,,
696,7.3132,10.27555,7.29635,0.212905,2.694601,4.911841,4.924424,4.961026,0.010048,,
697,2.5092,11.55585,5.67515,0.171925,3.676433,6.239642,6.643094,6.691826,0.005764,,
698,4.6876,5.29785,10.36165,0.195535,3.495808,6.350206,6.376948,6.38926,0.005329,,
699,2.518,10.90765,9.59165,0.351175,1.855044,4.442784,4.445418,5.584643,0.007196,,
700,7.0396,5.85855,7.54975,0.119845,11.719748,6.397812,6.574402,6.733717,0.008121,,
701,3.4268,6.70065,6.38145,0.263305,1.843852,7.209816,7.211819,8.977262,0.002147,,
702,9.7252,6.52985,5.85295,0.182695,5.044486,6.475244,6.480612,7.976747,0.004519,,
703,9.1524,7.25365,6.52005,0.200065,3.947142,5.872145,5.876618,7.089674,0.005613,,
704,2.4124,9.77365,10.05435,0.377485,2.30974,4.495874,4.496448,5.653308,0.005891,,
705,8.538,9.13525,9.03725,0.264805,2.079052,4.350695,4.350981,5.351036,0.010075,,
706,6.9164,5.79065,7.26065,0.262135,1.548794,6.368931,6.377292,7.995562,0.002884,,
707,9.5932,5.01085,5.71785,0.272515,1.144766,7.03036,7.035326,8.828008,0.001615,,
708,7.5476,7.97815,11.38155,0.379555,1.428617,3.940712,3.947278,4.994644,0.008044,,
709,2.1292,9.66445,5.88655,0.377305,1.263793,5.885506,5.899508,7.398013,0.002803,,
710,2.1972,11.24995,7.20675,0.332845,2.167399,5.154438,5.166615,6.246884,0.00536,,
711,9.094,11.23595,7.56445,0.207235,2.106962,4.128016,4.365353,4.379068,0.014603,,
712,2.9652,9.76245,7.96555,0.311545,1.944648,5.236698,5.242149,6.569418,0.005142,,
713,7.934,5.28665,5.68915,0.230365,1.77527,7.43282,7.436119,9.296707,0.001924,,
714,9.5036,6.90435,5.99645,0.394195,0.684203,5.48257,5.485699,6.92796,0.001899,,
715,9.1596,7.96695,10.54645,0.315775,1.342181,4.085195,4.09134,5.001276,0.00917,,
716,4.8172,8.16995,6.06785,0.155065,8.061788,7.030039,7.048732,7.194272,0.005557,,
717,5.9748,6.84835,7.71355,0.346135,1.123381,5.526794,5.529755,6.959103,0.002869,,
718,5.3548,9.44325,8.56055,0.315055,2.240157,4.687472,4.689809,5.90376,0.006423,,
719,6.262,9.89195,7.37545,0.281065,1.647807,4.89794,4.906302,5.828112,0.006819,,
720,6.2412,8.11605,6.24005,0.150265,9.753334,6.553441,6.564029,6.580115,0.006958,,
721,8.2532,7.65615,6.19805,0.112525,8.992,5.481534,5.568182,5.627512,0.011564,,
722,2.9908,6.08885,10.31965,0.189175,3.897326,6.53691,6.543635,6.573069,0.00547,,
723,9.7484,10.48835,8.36875,0.101035,10.469402,2.678385,2.685363,2.694328,0.050218,,
724,8.5092,9.16815,10.18945,0.226165,3.100022,4.209562,4.212637,4.326804,0.015092,,
725,4.6156,7.98515,10.19785,0.353605,1.438485,4.636608,4.641888,5.845675,0.005629,,
726,2.0484,9.56365,7.79685,0.151225,9.276489,6.235045,6.434207,6.618576,0.008193,,
727,2.6028,9.16535,8.15105,0.204025,6.23705,6.117827,6.122835,6.563391,0.00669,,
728,8.3116,8.93295,6.24145,0.392935,1.141005,4.871847,4.879526,6.167264,0.003492,,
729,8.8612,6.79305,7.97325,0.365155,1.486152,4.966786,4.970228,6.279523,0.003372,,
730,3.2564,6.48085,10.78165,0.288685,2.405832,5.522142,5.539451,6.295671,0.005346,,
731,6.5308,7.88015,8.09855,0.398995,2.186109,4.780666,4.78114,6.037556,0.003422,,
732,4.1692,5.15925,9.93325,0.378595,1.121864,5.722313,5.742438,7.223806,0.003257,,
733,7.9124,5.46585,8.38345,0.294745,1.618044,5.759268,5.773304,7.262303,0.00347,,
734,8.578,6.28135,7.39365,0.301855,1.857763,5.613815,5.61856,7.075186,0.003178,,
735,7.2724,8.70895,10.10125,0.288835,1.714583,4.304717,4.308207,5.201969,0.009491,,
736,3.3804,7.20815,11.18835,0.276025,2.923541,5.199731,5.213916,5.674396,0.006742,,
737,7.4948,6.02515,8.12095,0.277045,1.727649,5.736564,5.746418,7.224074,0.003782,,
738,3.794,8.41215,8.63475,0.121075,13.350084,5.016926,5.046239,5.047535,0.014076,,
739,4.1852,11.70005,5.04795,0.178855,3.464193,5.982043,6.29108,6.350166,0.006014,,
740,7.554,9.71205,11.75325,0.220195,3.088859,3.676468,3.900826,3.949267,0.020566,,
741,8.682,6.01115,8.79925,0.150175,5.919729,5.566685,5.833716,5.855658,0.009092,,
742,5.2836,6.16935,7.22985,0.118465,12.992354,6.946284,7.078302,7.14204,0.007032,,
743,3.7556,9.28715,11.33745,0.391045,1.040167,4.087728,4.091227,5.158642,0.007334,,
744,8.8428,5.99855,9.04285,0.203935,2.711749,5.498552,5.516226,5.854515,0.006928,,
745,9.658,6.45215,11.03295,0.393625,1.100921,4.158926,4.169983,5.282914,0.0067,,
746,4.4012,8.32815,7.90465,0.322885,2.638194,5.329379,5.330661,6.695064,0.004068,,
747,7.2052,11.76445,7.73105,0.385615,1.267711,3.954003,3.961921,5.01343,0.008064,,
748,4.1748,5.63105,7.20115,0.296995,1.067688,6.936938,6.945592,8.676055,0.001935,,
749,9.2988,11.22755,7.15635,0.319735,1.77052,4.134991,4.145525,4.817207,0.009035,,
750,3.078,8.23715,11.53135,0.168205,5.915169,4.804543,5.032935,5.37255,0.012599,,
751,9.25,11.54745,10.21185,0.168055,2.603224,3.006508,3.05081,3.087832,0.035596,,
752,4.5724,6.11125,5.84315,0.140425,10.430892,8.498745,8.50202,9.732201,0.0035,,
753,5.19,7.79195,11.94715,0.209515,2.564538,4.474061,4.790668,4.806813,0.01223,,
754,2.7972,8.19375,8.83915,0.357985,2.377898,5.234976,5.236774,6.571928,0.003762,,
755,6.8068,11.70635,8.37085,0.167365,5.024556,3.838032,3.995903,4.234633,0.019959,,
756,2.49,5.21455,5.97475,0.161545,3.75919,9.87197,9.882346,12.08279,0.001714,,
757,2.8916,7.42375,7.09965,0.227665,4.767144,6.941023,6.942973,8.623499,0.003326,,
758,6.518,11.89675,10.89995,0.198955,2.352843,3.382351,3.481375,3.504128,0.026839,,
759,3.3828,11.50475,8.00475,0.120145,10.133231,4.310314,4.34801,4.400892,0.018543,,
760,2.5932,7.35865,11.31995,0.393715,1.740318,4.744792,4.754169,5.982364,0.005069,,
761,4.034,6.56905,10.36235,0.150025,7.501082,5.684261,6.040569,6.270686,0.008666,,
762,7.386,5.80045,10.98325,0.344065,1.600534,4.783142,4.801229,5.797134,0.006193,,
763,5.1828,6.06435,7.03315,0.323815,1.047958,6.394055,6.398476,8.020276,0.001996,,
764,9.6876,11.33535,10.63605,0.359845,1.334153,3.288472,3.289404,4.171378,0.014291,,
765,6.694,8.13075,9.93395,0.108715,8.878579,3.554397,3.567614,3.568833,0.028523,,
766,6.3028,10.82295,8.11045,0.320485,1.569209,4.332808,4.339326,5.283566,0.008142,,
767,9.022,5.13475,7.14725,0.140695,6.573651,6.940438,6.963089,7.360931,0.005144,,
768,9.7988,9.60635,9.72185,0.135955,4.195153,3.158131,3.178152,3.179739,0.03448,,
769,9.3372,6.67615,5.31325,0.136075,8.023396,7.02217,7.038168,7.466991,0.005263,,
770,4.9924,9.13735,6.24565,0.309985,1.578868,5.626502,5.63803,7.079323,0.003849,,
771,4.6012,5.47985,8.12235,0.254095,2.349543,6.752165,6.768634,8.453026,0.002918,,
772,3.9276,10.31965,6.27085,0.172975,4.183153,6.041593,6.278148,6.306731,0.006847,,
773,4.7092,7.73455,10.72285,0.287275,1.834728,4.83173,4.840863,5.53343,0.007421,,
774,9.0076,11.24435,9.47335,0.141595,3.329276,3.005609,3.021935,3.048623,0.037025,,
775,7.8164,8.96585,10.16285,0.355825,1.400341,3.976528,3.978825,5.032137,0.008098,,
776,7.2684,9.00365,5.93835,0.220435,4.645641,5.760592,5.778204,6.4023,0.005604,,
777,9.7428,6.71115,8.93365,0.115075,7.404408,4.253739,4.316065,4.373791,0.018438,,
778,7.362,10.21255,5.34405,0.385345,1.026984,5.029562,5.046942,6.374068,0.004321,,
779,7.63,7.53995,9.29835,0.291505,1.616609,4.748789,4.754196,5.994077,0.006596,,
780,4.1252,9.02465,7.39785,0.130825,7.565521,5.536897,5.640791,5.734694,0.010708,,
781,2.0044,11.55795,7.13255,0.206365,3.27073,5.728605,5.940241,5.96298,0.007158,,
782,4.4524,6.13855,9.84365,0.397045,1.155035,5.195603,5.206905,6.559856,0.003438,,
783,3.922,9.43695,6.08395,0.251755,1.941757,6.140031,6.157585,7.152806,0.004272,,
784,7.7388,10.91255,8.87345,0.262765,1.512916,4.120427,4.125649,4.433137,0.012877,,
785,5.7772,8.68025,6.96735,0.388375,1.354339,5.044972,5.049643,6.367335,0.003244,,
786,7.9444,5.21175,7.76325,0.144955,6.008781,6.846266,6.873497,7.079633,0.005402,,
787,6.6332,7.22985,7.88715,0.258175,2.878743,5.570618,5.573519,7.000211,0.004791,,
788,6.3804,6.18195,9.10235,0.301165,1.485699,5.442028,5.453713,6.858708,0.004271,,
789,8.0996,7.16895,5.28175,0.377605,0.587022,5.977792,5.985661,7.539739,0.001737,,
790,9.602,9.25145,7.02685,0.124705,6.283486,4.195833,4.270158,4.348735,0.018511,,
791,6.406,7.97675,5.61425,0.149455,7.155336,6.90912,6.931995,7.034407,0.005718,,
792,6.3644,5.46935,7.40345,0.356395,0.676156,6.154804,6.163165,7.744563,0.001887,,
793,7.5788,8.76005,10.71725,0.125245,5.256585,3.291396,3.303895,3.322615,0.031756,,
794,9.9276,6.10215,9.04005,0.159235,4.488177,5.225892,5.442849,5.463239,0.00996,,
795,5.0876,11.67835,6.74265,0.352675,1.562657,4.608887,4.622715,5.505169,0.006776,,
796,8.042,10.04875,5.27405,0.232525,2.594301,5.539074,5.567769,5.91055,0.006122,,
797,9.5276,5.13545,6.71605,0.317995,0.750917,6.251354,6.259601,7.87863,0.001955,,
798,3.7572,8.59555,5.88865,0.295135,1.981043,6.322103,6.335319,7.925004,0.002964,,
799,8.8012,11.14985,7.64775,0.125155,4.687739,3.477603,3.524837,3.589271,0.027432,,
800,3.014,7.91375,8.95955,0.388285,1.651446,5.109458,5.11209,6.42567,0.003402,,
801,9.478,11.37315,8.62915,0.114805,6.163482,2.758306,2.770038,2.77144,0.04588,,
802,3.33,6.18405,7.24455,0.288025,1.371096,6.901787,6.907276,8.612609,0.002141,,
803,3.2324,11.88485,8.39885,0.226075,2.942718,4.814685,4.981874,4.994156,0.010661,,
804,4.3356,7.21445,10.20905,0.269365,2.216943,5.27565,5.28677,6.034773,0.006238,,
805,9.6844,9.65955,11.53765,0.142645,3.748702,2.817221,2.831483,2.855728,0.04245,,
806,5.85,5.57925,5.27195,0.328285,0.93817,7.468375,7.470194,9.343797,0.001027,,
807,9.8268,7.38805,10.91255,0.166975,4.44404,3.949345,4.178084,4.460419,0.017567,,
808,7.95,5.15015,5.68145,0.231775,1.690297,7.517488,7.521904,9.402066,0.001832,,
809,9.3596,10.34345,7.41255,0.226135,2.006694,4.502891,4.513605,4.608079,0.011403,,
810,8.5308,5.44205,7.59945,0.180895,4.158458,6.462758,6.480478,7.281519,0.004729,,
811,5.778,11.22965,11.40955,0.225865,2.522073,3.790825,3.844681,3.944841,0.021082,,
812,9.5052,9.34175,6.33035,0.156445,4.628272,5.018074,5.337018,5.343238,0.011034,,
813,8.4124,10.65775,9.87445,0.125755,4.920695,2.824391,2.838417,2.83859,0.043603,,
814,3.8892,7.94245,7.77865,0.327175,3.164913,5.58101,5.581522,7.003007,0.003439,,
815,2.6284,10.21395,7.41535,0.124945,8.9628,5.486461,5.591835,5.721306,0.010928,,
816,6.902,6.83015,10.90485,0.266185,2.590214,4.776868,4.791582,5.147805,0.008158,,
817,8.0684,8.99455,7.62185,0.128065,7.268277,4.312286,4.364669,4.401952,0.018243,,
818,4.6108,11.52155,9.06525,0.254575,1.914708,4.466093,4.472802,4.604308,0.011828,,
819,9.2052,10.38405,9.76245,0.222295,2.921422,3.967511,3.969252,3.974989,0.018762,,
820,8.474,11.21005,9.92625,0.358795,0.991922,3.532245,3.534208,4.475972,0.011811,,
821,7.974,9.62315,6.28135,0.342445,1.60049,4.866525,4.877273,6.157661,0.004826,,
822,4.374,6.25615,10.93075,0.103705,9.522926,4.976657,5.103805,5.255994,0.013326,,
823,6.414,7.68695,9.15625,0.209245,3.708459,5.271372,5.277947,5.615538,0.008704,,
824,6.2172,6.82595,9.07225,0.185905,4.701118,5.759152,5.772317,5.912834,0.007637,,
825,3.4788,10.05365,10.19855,0.180505,5.436519,4.679133,4.724926,4.792068,0.014741,,
826,9.002,5.26495,6.47245,0.221035,1.782293,6.802946,6.812091,8.534545,0.002755,,
827,2.4172,10.48485,9.27805,0.176425,4.508632,5.119148,5.282635,5.35924,0.011856,,
828,8.758,7.32225,11.68745,0.273535,2.157681,4.190737,4.203539,4.357802,0.01127,,
829,3.5964,7.34395,8.33375,0.364705,1.109632,5.487112,5.490088,6.894134,0.00294,,
830,7.07,6.43745,11.67905,0.340855,1.456324,4.466329,4.481782,5.182447,0.007676,,
831,6.3828,8.91685,5.00175,0.177085,4.513033,6.69543,6.731173,6.998108,0.004704,,
832,8.7956,5.38815,9.67775,0.360175,1.005559,5.039598,5.055578,6.386579,0.004344,,
833,8.5524,11.60485,9.04775,0.285535,1.339525,3.797934,3.803473,4.114362,0.014264,,
834,5.53,6.27645,5.49735,0.319435,0.992348,7.030487,7.034695,8.805564,0.001433,,
835,7.5468,6.80005,6.67475,0.101755,10.798035,5.42382,5.4387,5.455389,0.012005,,
836,3.0036,11.95345,5.27685,0.124315,8.454803,6.171419,6.720078,6.92611,0.006453,,
837,3.3924,6.66915,7.78425,0.361645,0.973071,5.999525,6.003488,7.527455,0.002209,,
838,8.8252,11.83165,10.27625,0.144475,5.131026,2.720038,2.731275,2.74666,0.045671,,
839,8.3532,5.25725,11.95275,0.227185,2.062552,4.884264,5.018436,5.057665,0.008881,,
840,8.8316,6.38425,8.72995,0.178165,4.417838,5.545467,5.560214,5.678888,0.008311,,
841,3.0004,11.00425,8.68165,0.173545,4.853076,4.903299,5.099611,5.323452,0.012453,,
842,6.6804,11.27305,5.94885,0.189625,2.890786,5.057927,5.35128,5.38358,0.008734,,
843,8.7148,6.77835,11.61535,0.284395,1.793445,4.330708,4.346076,4.609144,0.009857,,
844,6.9204,8.82725,6.71465,0.221365,2.606912,5.558667,5.569263,6.286077,0.006329,,
845,4.8668,6.95615,11.00915,0.177505,4.042686,5.101153,5.512593,5.51745,0.00984,,
846,2.2812,5.08645,9.36835,0.240625,2.549022,7.267923,7.300079,8.354843,0.003093,,
847,9.53,5.04375,7.24735,0.155755,4.953941,6.758111,6.780672,7.385495,0.004803,,
848,4.8852,10.67035,7.21795,0.395215,1.569803,4.565515,4.573574,5.770568,0.005056,,
849,2.914,8.42335,5.83195,0.133135,13.489927,7.820168,8.021854,8.051262,0.00495,,
850,2.9724,11.72665,7.80385,0.341545,2.116144,4.675649,4.685484,5.611498,0.006716,,
851,5.9708,11.62235,9.46215,0.304165,1.294007,3.972966,3.977395,4.512737,0.012048,,
852,3.6844,9.82125,9.61825,0.350035,2.389192,4.477005,4.477447,5.6344,0.006612,,
853,7.9932,5.94885,8.37225,0.106825,8.974924,5.215342,5.310115,5.395693,0.012653,,
